ksrl_sc_gould_ia_1_2_007,Book,Edition,Part,PlateNumber,Type,BaseFileName,FullFileName,TitleOnPiece,ArtistStatement,NamedArtists,PrinterStatement,Printer,Bird_1_CommonNameOnPiece,Bird_1_GenusOnPiece,Bird_1_SpeciesOnPiece,Bird_1_SpeciesNamers,Bird_1_AltCommonNamesOnPiece,Bird_1_OtherCommonNames,Bird_1_GenusModern,Bird_1_SpeciesModern,Bird_1_OtherGenusSpecies,Bird_1_DateCreated,Medium,Support,Size,SubjectNote,ContentNote,ArtistNote,PublicationNote,PhysicalConditionNote,Bird_2_CommonNamesOnPiece,Bird_2_GenusOnPiece,Bird_2_SpeciesOnPiece,Bird_2_SpeciesNamers,Bird_2_AltCommonNamesOnPiece,Bird_2_OtherCommonNames,Bird_2_GenusModern,Bird_2_SpeciesModern,Bird_2_DateCreated,Bird_2_OtherGenusSpecies,Bird_1_ModernNamer,Bird_1_ModernCommonName,Bird_2_ModernNamer,Bird_2_ModernCommonName,Bird_3_CommonNamesOnPiece,Bird_3_GenusOnPiece,Bird_3_SpeciesOnPiece,Bird_3_SpeciesNamers,Bird_3_AltCommonNamesOnPiece,Bird_3_OtherCommonNames,Bird_3_GenusModern,Bird_3_SpeciesModern,Bird_3_DateCreated,Bird_3_OtherGenusSpecies,Bird_3_ModernNamer,Bird_3_ModernCommonName
334,HB,1st,2,111,pl,ksrl_sc_gould_hb_1_2_111,ksrl_sc_gould_hb_1_2_111.tif,,,,,,,Panoplites,flavescens,,,,Boissonneaua,flavescens,,,,,,,,,,,,,,,,,,,,,"Loddiges, 1832",Buff-tailed Coronet,,,,,,,,,,,,,,
337,HB,1st,2,112,pl,ksrl_sc_gould_hb_1_2_112,ksrl_sc_gould_hb_1_2_112.tif,,,,,,,Panoplites,matthewsi,,,,Boissonneaua,matthewsii,,,,,,,,,,,,,,,,,,,,,"Bourcier, 1847",Chestnut-breasted Coronet,,,,,,,,,,,,,,
505,EU,1st,3,160,pl,ksrl_sc_gould_eu_1_3_160,ksrl_sc_gould_eu_1_3_160.tif,,,,,,Waxen chatterer,Bombycivora,garrula,Temm.,,,Bombycilla,garrulus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Bohemian Waxwing, jaseur bor̩al",,,,,,,,,,,,,,
172,GB,1st,2,21,pl,ksrl_sc_gould_gb_1_2_021,ksrl_sc_gould_gb_1_2_021.tif,,,,,,Waxen chatterer,Ampelis,garrulus,,,,Bombycilla,garrulus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Bohemian Waxwing, jaseur bor̩al,,,,,,,,,,,,,
1489,AU,1st,6,64,pl,ksrl_sc_gould_au_1_6_064,ksrl_sc_gould_au_1_6_064.tif,,,,,,Australian bittern,Botaurus,australis,Gould,,,Botaurus,poiciloptilus,,,,,,,,,,,,,,,,,,,,,"Wagler, 1827",Australasian Bittern,,,,,,,,,,,,,,
1366,EU,1st,4,280,pl,ksrl_sc_gould_eu_1_4_280,ksrl_sc_gould_eu_1_4_280.tif,,,,,,Common bittern,Botaurus,stellaris,Steph.,,,Botaurus,stellaris,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Eurasian Bittern,,,,,,,,,,,,,,
1369,EU,1st,4,281,pl,ksrl_sc_gould_eu_1_4_281,ksrl_sc_gould_eu_1_4_281.tif,,,,,,Freckled bittern,Botaurus,lentiginosus,Steph.,,,Botaurus,lentiginosus,,,,,,,,,,,,,,,,,,,,,"Rackett, 1813","American Bittern, Avetoro norte̱o, Butor d'Am̩rique",,,,,,,,,,,,,,
652,GB,1st,4,27,pl,ksrl_sc_gould_gb_1_4_027,ksrl_sc_gould_gb_1_4_027.tif,,,,,,Bittern,Botaurus,stellaris,,,,Botaurus,stellaris,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Eurasian Bittern,,,,,,,,,,,,,,
655,GB,1st,4,28,pl,ksrl_sc_gould_gb_1_4_028,ksrl_sc_gould_gb_1_4_028.tif,,,,,,American bittern,Botaurus,lentiginosus,,,,Botaurus,lentiginosus,,,,,,,,,,,,,,,,,,,,,"Rackett, 1813","American Bittern; Avetoro norte̱o, butor d'Am̩rique",,,,,,,,,,,,,,
955,EU,1st,5,350,pl,ksrl_sc_gould_eu_1_5_350,ksrl_sc_gould_eu_1_5_350.tif,,,,,,Bernicle goose,Anser,leucopsis,Bechst.,,,Branta,leucopsis,,,,,,,,,,,,,,,,,,,,,"Bechstein, 1803","Barnacle Goose, bernache nonnette",,,,,,,,,,,,,,
958,EU,1st,5,351,pl,ksrl_sc_gould_eu_1_5_351,ksrl_sc_gould_eu_1_5_351.tif,,,,,,Red-breasted goose,Anser,ruficollis,Pall.,,,Branta,ruficollis,,,,,,,,,,,,,,,,,,,,,"Pallas, 1769",Red-breasted Goose,,,,,,,,,,,,,,
961,EU,1st,5,352,pl,ksrl_sc_gould_eu_1_5_352,ksrl_sc_gould_eu_1_5_352.tif,,,,,,Brent goose,Anser,brenta,Flem.,,,Branta,bernicla,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Brant, Brant Goose, Brent Goose, bernache cravant, Ganso de collar",,,,,,,,,,,,,,
856,GB,1st,5,5,pl,ksrl_sc_gould_gb_1_5_005,ksrl_sc_gould_gb_1_5_005.tif,,,,,,Bernicle goose,Bernicla,leucopsis,,,,Branta,leucopsis,,,,,,,,,,,,,,,,,,,,,"Bechstein, 1803",Barnacle Goose, bernache nonnette,,,,,,,,,,,,,
859,GB,1st,5,6,pl,ksrl_sc_gould_gb_1_5_006,ksrl_sc_gould_gb_1_5_006.tif,,,,,,Red-breasted goose,Bernicla,ruficollis,,,,Branta,ruficollis,,,,,,,,,,,,,,,,,,,,,"Pallas, 1769",Red-breasted Goose,,,,,,,,,,,,,,
862,GB,1st,5,7,pl,ksrl_sc_gould_gb_1_5_007,ksrl_sc_gould_gb_1_5_007.tif,,,,,,Brent goose,Bernicla,brenta,,,,Branta,bernicla,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Brant; Brant Goose, Brent Goose, bernache cravant, Ganso de collar",,,,,,,,,,,,,,
109,EU,1st,1,37,pl,ksrl_sc_gould_eu_1_1_037,ksrl_sc_gould_eu_1_1_037.tif,,,,,,Great horned or Eagle owl,Bubo,maximus,Sibb.,,,Bubo,bubo,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Eurasian Eagle-Owl,,,,,,,,,,,,,,
112,EU,1st,1,38,pl,ksrl_sc_gould_eu_1_1_038,ksrl_sc_gould_eu_1_1_038.tif,,,,,,Eastern great horned owl,Bubo,ascalaphus,Savig.,,,Bubo,ascalaphus,,,,,,,,,,,,,,,,,,,,,"Savigny, 1809",Pharaoh Eagle-Owl,,,,,,,,,,,,,,
127,EU,1st,1,43,pl,ksrl_sc_gould_eu_1_1_043,ksrl_sc_gould_eu_1_1_043.tif,,,,,,Snowy owl,Surnia,nyctea,Dum.,,,Bubo,scandiacus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Snowy Owl, harfang des neiges",,,,,,,,,,,,,,
88,GB,1st,1,30,pl,ksrl_sc_gould_gb_1_1_030,ksrl_sc_gould_gb_1_1_030.tif,,,,,,Eagle owl,Bubo,maximus,,,,Bubo,bubo,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Eurasian Eagle-Owl,,,,,,,,,,,,,,
100,GB,1st,1,34,pl,ksrl_sc_gould_gb_1_1_034,ksrl_sc_gould_gb_1_1_034.tif,,,,,,Snowy owl,Nyctea,nivea,,,,Bubo,scandiacus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",harfang des neiges, Snowy Owl,,,,,,,,,,,,,
7,HM,1st,1,3,pl,ksrl_sc_gould_hm_1_1_003,ksrl_sc_gould_hm_1_1_003.tif,,,,,,,Otus,bengalensis,,,,Bubo,bubo,bengalensis,,,,,,,,,,,,,,,,,,,,"Franklin, 1831",,,,,,,,,,,,,,,
1360,EU,1st,4,278,pl,ksrl_sc_gould_eu_1_4_278,ksrl_sc_gould_eu_1_4_278.tif,,,,,,Rufous-backed egret,Ardea,russata,Wagl.,,,Bubulcus,ibis,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Cattle Egret, , Western Cattle Egret, Garza ganadera, H̩ron garde-boeufs",,,,,,,,,,,,,,
643,GB,1st,4,24,pl,ksrl_sc_gould_gb_1_4_024,ksrl_sc_gould_gb_1_4_024.tif,,,,,,Buff-backed heron,Bubulcus,russatus,,,,Bubulcus,ibis,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Cattle Egret; Garza ganadera, h̩ron garde-boeufs",,,,,,,,,,,,,,
655,EU,1st,3,208,pl,ksrl_sc_gould_eu_1_3_208,ksrl_sc_gould_eu_1_3_208.tif,,,,,,Vinous grosbeak,Erythrospiza,githaginea,,,,Bucanetes,githagineus,,,,,,,,,,,,,,,,,,,,,"Lichtenstein, 1823",Trumpeter Finch,,,,,,,,,,,,,,
1042,EU,1st,5,379,pl,ksrl_sc_gould_eu_1_5_379,ksrl_sc_gould_eu_1_5_379.tif,,,,,,Golden eye,Clangula,vulgaris,Leach.,,,Bucephala,clangula,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Common Goldeneye, garrot �� oeil d'or, Pato chill�_n",,,,,,,,,,,,,,
1045,EU,1st,5,380,pl,ksrl_sc_gould_eu_1_5_380,ksrl_sc_gould_eu_1_5_380.tif,,,,,,Barror's duck,Clangula,barrovii,"Rich., Sw.",,,Bucephala,islandica,,,,,,,,,,,,,,,,,,,,,"Gmelin, 1789","Barrow's Goldeneye, garrot d'Islande",,,,,,,,,,,,,,
934,GB,1st,5,31,pl,ksrl_sc_gould_gb_1_5_031,ksrl_sc_gould_gb_1_5_031.tif,,,,,,Golden-eye,Clangula,glaucion,,,,Bucephala,clangula,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Common Goldeneye; garrot �� oeil d'or, Pato chill�_n",,,,,,,,,,,,,,
175,HM,1st,1,58,pl,ksrl_sc_gould_hm_1_1_058,ksrl_sc_gould_hm_1_1_058.tif,,,,,,,Buceros,cavatus,,,,Buceros,abicornis,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,
1252,EU,1st,5,449,pl,ksrl_sc_gould_eu_1_5_449,ksrl_sc_gould_eu_1_5_449.tif,,,,,,Bulwer's petrel,Thalassidroma,bulwerii,,,,Bulweria,bulwerii,,,,,,,,,,,,,,,,,,,,,"Jardine & Selby, 1828","Bulwer's Petrel, P̩trel de Bulwer",,,,,,,,,,,,,,
1312,AU,1st,6,5,pl,ksrl_sc_gould_au_1_6_005,ksrl_sc_gould_au_1_6_005.tif,,,,,,Southern stone-ployer,Oedicnemus,grallarius,,,,Burhinus,grallarius,,,,,,,,,,,,,,,,,,,,,"Latham, 1802",Bush Stone-curlew,,,,,,,,,,,,,,
763,EU,1st,4,288,pl,ksrl_sc_gould_eu_1_4_288,ksrl_sc_gould_eu_1_4_288.tif,,,,,,Thick-kneed bustard,Oedicnemus,erepitans,Temm.,,,Burhinus,oedicnemus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Eurasian Stone-curlew,,,,,,,,,,,,,,
676,GB,1st,4,35,pl,ksrl_sc_gould_gb_1_4_035,ksrl_sc_gould_gb_1_4_035.tif,,,,,,Thick-kneed bustard,Oedicnemus,crepitans,,,,Burhinus,oedicnemus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Eurasian Stone-curlew,,,,,,,,,,,,,,
40,EU,1st,1,14,pl,ksrl_sc_gould_eu_1_1_014,ksrl_sc_gould_eu_1_1_014.tif,,,,,,Common buzzard,Buteo,vulgaris,Bechst.,,,Buteo,swainsoni,,,,,,,,,,,,,,,,,,,,,"Bonaparte, 1838","Swainson's Hawk, Aguililla de Swainson, Buse de Swainson",,,,,,,,,,,,,,
43,EU,1st,1,15,pl,ksrl_sc_gould_eu_1_1_015,ksrl_sc_gould_eu_1_1_015.tif,,,,,,Rough-legged buzzard,Buteo,lagopus,Flem.,,,Buteo,lagopus,,,,,,,,,,,,,,,,,,,,,"Pontoppidan, 1763","Rough-legged Buzzard, Rough-legged Hawk, Roughleg, Aguililla ��rtica, Buse pattue",,,,,,,,,,,,,,
16,GB,1st,1,6,pl,ksrl_sc_gould_gb_1_1_006,ksrl_sc_gould_gb_1_1_006.tif,,,,,,Common buzzard,Buteo,vulgaris,,,,Buteo,buteo,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Common Buzzard,,,,,,,,,,,,,,
19,GB,1st,1,7,pl,ksrl_sc_gould_gb_1_1_007,ksrl_sc_gould_gb_1_1_007.tif,,,,,,Rough-legged buzzard,Archibuteo,lagopus,,,,Buteo,lagopus,,,,,,,,,,,,,,,,,,,,,"Pontoppidan, 1763","Rough-legged Hawk; Roughleg, Aguililla ��rtica, buse pattue",,,,,,,,,,,,,,
1495,AU,1st,6,66,pl,ksrl_sc_gould_au_1_6_066,ksrl_sc_gould_au_1_6_066.tif,,,,,,Thick-billed green bittern,Ardetta,macrorhyncha,Gould,,,Butorides,striata,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Green-backed Heron, H̩ron stri̩, Striated Heron",,,,,,,,,,,,,,
1498,AU,1st,6,67,pl,ksrl_sc_gould_au_1_6_067,ksrl_sc_gould_au_1_6_067.tif,,,,,,Little grey bittern,Ardetta,stagnatilis,Gould,,,Butorides,striata,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Green-backed Heron, H̩ron stri̩, Striated Heron",,,,,,,,,,,,,,
1024,AU,1st,5,1,pl,ksrl_sc_gould_au_1_5_001,ksrl_sc_gould_au_1_5_001.tif,,,,,,Crested cockatoo,Cacatua,galerita,,,,Cacatua,galerita,,,,,,,,,,,,,,,,,,,,,"Latham, 1790",Sulphur-crested Cockatoo,,,,,,,,,,,,,,
1027,AU,1st,5,2,pl,ksrl_sc_gould_au_1_5_002,ksrl_sc_gould_au_1_5_002.tif,,,,,,Leadbeater's cockatoo,Cacatua,leadbeaterii,,,,Cacatua,leadbeateri,,,,,,,,,,,,,,,,,,,,,"Vigors, 1831",Major Mitchell's Cockatoo,,,,,,,,,,,,,,
1030,AU,1st,5,3,pl,ksrl_sc_gould_au_1_5_003,ksrl_sc_gould_au_1_5_003.tif,,,,,,Blood-stained cockatoo,Cacatua,sanguinea,Gould,,,Cacatua,sanguinea,,,,,,,,,,,,,,,,,,,,,"Gould, 1843",Little Corella,,,,,,,,,,,,,,
1036,AU,1st,5,5,pl,ksrl_sc_gould_au_1_5_005,ksrl_sc_gould_au_1_5_005.tif,,,,,,Long-billed cockatoo,Licmetis,nasicus,,,,Cacatua,tenuirostris,,,,,,,,,,,,,,,,,,,,,"Kuhl, 1820",Long-billed Corella,,,,,,,,,,,,,,
967,AU,1st,4,86,pl,ksrl_sc_gould_au_1_4_086,ksrl_sc_gould_au_1_4_086.tif,,,,,,Ash-coloured cuckoo,Cuculus,cineraceus,"Horsf., Vig.",,,Cacomantis,flabelliformis,,,,,,,,,,,,,,,,,,,,,"Latham, 1802",Fan-tailed Cuckoo,,,,,,,,,,,,,,
970,AU,1st,4,87,pl,ksrl_sc_gould_au_1_4_087,ksrl_sc_gould_au_1_4_087.tif,,,,,,Brush cuckoo,Cuculus,insperatus,Gould,,,Cacomantis,variolosus,,,,,,,,,,,,,,,,,,,,,"Vigors & Horsfield, 1827",Brush Cuckoo,,,,,,,,,,,,,,
1708,AU,1S,1,55,pl,ksrl_sc_gould_au_1s_1_055,ksrl_sc_gould_au_1s_1_055.tif,,,,,,Chestnut-breasted cuckoo,Cacomantis,castaneiventris,Gould,,,Cacomantis,castaneiventris,,,,,,,,,,,,,,,,,,,,,"Gould, 1867",Chestnut-breasted Cuckoo,,,,,,,,,,,,,,
628,AU,1st,3,70,pl,ksrl_sc_gould_au_1_3_070,ksrl_sc_gould_au_1_3_070.tif,,,,,,Striated reed lark,Calamanthus,fuliginosus,,,,Calamanthus,fuliginosus,,,,,,,,,,,,,,,,,,,,,"Vigors & Horsfield, 1827",Striated Fieldwren,,,,,,,,,,,,,,
631,AU,1st,3,71,pl,ksrl_sc_gould_au_1_3_071,ksrl_sc_gould_au_1_3_071.tif,,,,,,Field reed lark,Calamanthus,campestris,Gould,,,Calamanthus,campestris,,,,,,,,,,,,,,,,,,,,,"Gould, 1841",Rufous Fieldwren,,,,,,,,,,,,,,
514,EU,1st,3,163,pl,ksrl_sc_gould_eu_1_3_163,ksrl_sc_gould_eu_1_3_163.tif,,,,,,Short-toed lark,Alauda,brachydactyla,Temm.,,,Calandrella,brachydactyla,,,,,,,,,,,,,,,,,,,,,"Leisler, 1814",Greater Short-toed Lark,,,,,,,,,,,,,,
406,GB,1st,3,21,pl,ksrl_sc_gould_gb_1_3_021,ksrl_sc_gould_gb_1_3_021.tif,,,,,,Short-toed lark,Calandrella,brachydactyla,,,,Calandrella,brachydactyla,,,,,,,,,,,,,,,,,,,,,"Leisler, 1814",Greater Short-toed Lark,,,,,,,,,,,,,,
532,EU,1st,3,169,pl,ksrl_sc_gould_eu_1_3_169,ksrl_sc_gould_eu_1_3_169.tif,,,,,,Lark-heeled bunting,Plectrophanes,lapponica,Selb.,,,Calcarius,lapponicus,cornutus,,,,,,,,,,,,,,,,,,,,"Gmelin, 1789","Lapland Longspur, bruant lapon, Escribano ��rtico",,,,,,,,,,,,,,
433,GB,1st,3,30,pl,ksrl_sc_gould_gb_1_3_030,ksrl_sc_gould_gb_1_3_030.tif,,,,,,Lapland bunting,Centrophanes,lapponica,,,,Calcarius,lapponicus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","bruant lapon; Escribano ��rtico, Lapland Longspur",,,,,,,,,,,,,,
1387,AU,1st,6,30,pl,ksrl_sc_gould_au_1_6_030,ksrl_sc_gould_au_1_6_030.tif,,,,,,Australian tringa,Schoeniclus,australis,,,,Calidris,acuminata,,,,,,,,,,,,,,,,,,,,,"Horsfield, 1821","Sharp-tailed Sandpiper, B̩casseau �� queue pointue",,,,,,,,,,,,,,
1390,AU,1st,6,31,pl,ksrl_sc_gould_au_1_6_031,ksrl_sc_gould_au_1_6_031.tif,,,,,,Little sandpiper,Schoeniclus,albescens,,,,Calidris,alba,,,,,,,,,,,,,,,,,,,,,"Pallas, 1764","Sanderling, B̩casseau sanderling, Playero blanco",,,,,,,,,,,,,,
1393,AU,1st,6,32,pl,ksrl_sc_gould_au_1_6_032,ksrl_sc_gould_au_1_6_032.tif,,,,,,Curlew sandpiper,Schoeniclus,subarquatus,,,,Calidris,ferruginea,,,,,,,,,,,,,,,,,,,,,"Pontoppidan, 1763","Curlew Sandpiper, B̩casseau cocorli",,,,,,,,,,,,,,
1396,AU,1st,6,33,pl,ksrl_sc_gould_au_1_6_033,ksrl_sc_gould_au_1_6_033.tif,,,,,,Great sandpiper,Schoeniclus,magnus,Gould,,,Calidris,tenuirostris,,,,,,,,,,,,,,,,,,,,,"Horsfield, 1821","Great Knot, B̩casseau de l'Anadyr",,,,,,,,,,,,,,
400,EU,1st,2,130,pl,ksrl_sc_gould_eu_1_2_130,ksrl_sc_gould_eu_1_2_130.tif,,,,,,Wren,Troglodytes,europaeus,Cuv.,,,Calidris,alpina,,,,,,,,,,,,,,,,,,,,,"C. L. Brehm & Schilling, 1822","Dunlin, B̩casseau variable, Playero dorso rojo",,,,,,,,,,,,,,
877,EU,1st,4,324,pl,ksrl_sc_gould_eu_1_4_324,ksrl_sc_gould_eu_1_4_324.tif,,,,,,Knot,Calidris,canutus,"Briss., Cuv.",,,Calidris,canutus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Red Knot, B̩casseau maub̬che, Playero canuto",,,,,,,,,,,,,,
886,EU,1st,4,327,pl,ksrl_sc_gould_eu_1_4_327,ksrl_sc_gould_eu_1_4_327.tif,,,,,,Pectoral sandpiper,Tringa,pectoralis,Bonap.,,,Calidris,melanotos,,,,,,,,,,,,,,,,,,,,,"Vieillot, 1819","Pectoral Sandpiper, B̩casseau �� poitrine cendr̩e, Playero pectoral",,,,,,,,,,,,,,
889,EU,1st,4,328,pl,ksrl_sc_gould_eu_1_4_328,ksrl_sc_gould_eu_1_4_328.tif,,,,,,Pygmy curlew,Tringa,subarquata,Temm.,,,Calidris,ferruginea,,,,,,,,,,,,,,,,,,,,,"Pontoppidan, 1763","Curlew Sandpiper, B̩casseau cocorli",,,,,,,,,,,,,,
892,EU,1st,4,329,pl,ksrl_sc_gould_eu_1_4_329,ksrl_sc_gould_eu_1_4_329.tif,,,,,,Dunlin or Purre,Tringa,variabilis,Meyer,,,Calidris,alpina,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Dunlin, B̩casseau variable, Playero dorso rojo",,,,,,,,,,,,,,
895,EU,1st,4,330,pl,ksrl_sc_gould_eu_1_4_330,ksrl_sc_gould_eu_1_4_330.tif,,,,,,Schinz's sandpiper,Tringa,schinzii,Bonap.,,,Calidris,fuscicollis,,,,,,,,,,,,,,,,,,,,,"Vieillot, 1819","White-rumped Sandpiper, B̩casseau �� croupion blanc, Playero rabadilla blanca",,,,,,,,,,,,,,
901,EU,1st,4,332,pl,ksrl_sc_gould_eu_1_4_332,ksrl_sc_gould_eu_1_4_332.tif,,,,,,Little sandpiper,Tringa,minuta,,,,Calidris,minuta,,,,,,,,,,,,,,,,,,,,,"Leisler, 1812","Little Stint, B̩casseau minute",,,,,,,,,,,,,,
904,EU,1st,4,333,pl,ksrl_sc_gould_eu_1_4_333,ksrl_sc_gould_eu_1_4_333.tif,,,,,,Temminck's tringa,Tringa,temminckii,,,,Calidris,temminckii,,,,,,,,,,,,,,,,,,,,,"Leisler, 1812","Temminck's Stint, B̩casseau de Temminck",,,,,,,,,,,,,,
907,EU,1st,4,334,pl,ksrl_sc_gould_eu_1_4_334,ksrl_sc_gould_eu_1_4_334.tif,,,,,,Purple sandpiper,Tringa,maritima,,,,Calidris,maritima,,,,,,,,,,,,,,,,,,,,,"Brunnich, 1764","Purple Sandpiper, B̩casseau violet",,,,,,,,,,,,,,
910,EU,1st,4,335,pl,ksrl_sc_gould_eu_1_4_335,ksrl_sc_gould_eu_1_4_335.tif,,,,,,Sanderling,Arenaria,calidris,Meyer,,,Calidris,alba,,,,,,,,,,,,,,,,,,,,,"Pallas, 1764","Sanderling, B̩casseau sanderling, Playero blanc",,,,,,,,,,,,,,
766,GB,1st,4,65,pl,ksrl_sc_gould_gb_1_4_065,ksrl_sc_gould_gb_1_4_065.tif,,,,,,Knot,Tringa,canutus,,,,Calidris,canutus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","b̩casseau maub̬che; Playero canuto, Red Knot",,,,,,,,,,,,,,
769,GB,1st,4,66,pl,ksrl_sc_gould_gb_1_4_066,ksrl_sc_gould_gb_1_4_066.tif,,,,,,Sanderling,Calidris,arenaria,,,,Calidris,alba,,,,,,,,,,,,,,,,,,,,,"Pallas, 1764","Sanderling; b̩casseau sanderling, Playero blanco",,,,,,,,,,,,,,
772,GB,1st,4,67,pl,ksrl_sc_gould_gb_1_4_067,ksrl_sc_gould_gb_1_4_067.tif,,,,,,Pectoral sandpiper,Limnocinclus,pectoralis,,,,Calidris,melanotos,,,,,,,,,,,,,,,,,,,,,"Vieillot, 1819","Pectoral Sandpiper; b̩casseau �� poitrine cendr̩e, Playero pectoral",,,,,,,,,,,,,,
