ksrl_sc_gould_ia_1_2_007,Book,Edition,Part,PlateNumber,Type,BaseFileName,FullFileName,TitleOnPiece,ArtistStatement,NamedArtists,PrinterStatement,Printer,Bird_1_CommonNameOnPiece,Bird_1_GenusOnPiece,Bird_1_SpeciesOnPiece,Bird_1_SpeciesNamers,Bird_1_AltCommonNamesOnPiece,Bird_1_OtherCommonNames,Bird_1_GenusModern,Bird_1_SpeciesModern,Bird_1_OtherGenusSpecies,Bird_1_DateCreated,Medium,Support,Size,SubjectNote,ContentNote,ArtistNote,PublicationNote,PhysicalConditionNote,Bird_2_CommonNamesOnPiece,Bird_2_GenusOnPiece,Bird_2_SpeciesOnPiece,Bird_2_SpeciesNamers,Bird_2_AltCommonNamesOnPiece,Bird_2_OtherCommonNames,Bird_2_GenusModern,Bird_2_SpeciesModern,Bird_2_DateCreated,Bird_2_OtherGenusSpecies,Bird_1_ModernNamer,Bird_1_ModernCommonName,Bird_2_ModernNamer,Bird_2_ModernCommonName,Bird_3_CommonNamesOnPiece,Bird_3_GenusOnPiece,Bird_3_SpeciesOnPiece,Bird_3_SpeciesNamers,Bird_3_AltCommonNamesOnPiece,Bird_3_OtherCommonNames,Bird_3_GenusModern,Bird_3_SpeciesModern,Bird_3_DateCreated,Bird_3_OtherGenusSpecies,Bird_3_ModernNamer,Bird_3_ModernCommonName
202,NG,1st,2,12,pl,ksrl_sc_gould_ng_1_2_012,ksrl_sc_gould_ng_1_2_012.tif,,,,,,White-spotted flycatcher,Pseudogerygone,notata,,,,Gerygone,chrysogaster,,1886-01-01,,,,,,,,,,,,,,,,,,,"Gray, 1858",Yellow-bellied Gerygone,,,,,,,,,,,,,,
205,NG,1st,2,13,pl,ksrl_sc_gould_ng_1_2_013,ksrl_sc_gould_ng_1_2_013.tif,,,,,,Yellow-bellied flycatcher,Pseudogerygone,chrysogastra,,,,Gerygone,chrysogaster,,1886-01-01,,,,,,,,,,,,,,,,,,,"Gray, 1858",Yellow-bellied Gerygone,,,,,,,,,,,,,,
208,NG,1st,2,14,pl,ksrl_sc_gould_ng_1_2_014,ksrl_sc_gould_ng_1_2_014.tif,,,,,,Grey-headed flycatcher,Pseudogerygone,cinereicepus,,,,Gerygone,chloronotus,,1886-01-01,,,,,,,,,,,,,,,,,,,"Gould, 1843",,,,,,,,,,,,,,,
469,NG,1st,3,43,pl,ksrl_sc_gould_ng_1_3_043,ksrl_sc_gould_ng_1_3_043.tif,,,,,,Kebir-scaly-throated honey-eater,Stigeoatops,kebirensis,,,,Lichmera,squamata,,1886-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1878",Scaly-breasted Honeyeater,,,,,,,,,,,,,,
472,NG,1st,3,44,pl,ksrl_sc_gould_ng_1_3_044,ksrl_sc_gould_ng_1_3_044.tif,,,,,,Scaly-chested honey-eater,Stigeoatops,squamata,,,,Lichmera,squamata,,1886-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1878",Scaly-breasted Honeyeater,,,,,,,,,,,,,,
937,NG,1st,5,68,pl,ksrl_sc_gould_ng_1_5_068,ksrl_sc_gould_ng_1_5_068.tif,,,,,,Brenchley's megapode,Megapodius,brenchleyi,,,,Megapodius,freycinet,,1886-01-01,,,,,,,,,,,,,,,,,,,"Gaimard, 1823",Dusky Megapode,,,,,,,,,,,,,,
4,NG,1st,1,2,pl,ksrl_sc_gould_ng_1_1_002,ksrl_sc_gould_ng_1_1_002.tif,,,,,,Marquis doria's goshawk,Erythrotriorchis,doriae,,,,Megatriorchis,doriae,,1886-01-01,,,,,,,,,,,,,,,,,,,"Salvadori & Albertis, 1875",Doria's Goshawk,,,,,,,,,,,,,,
496,NG,1st,3,52,pl,ksrl_sc_gould_ng_1_3_052,ksrl_sc_gould_ng_1_3_052.tif,,,,,,Sclater's honey-eater,Meliarchus,sclateri,,,,Meliarchus,sclateri,,1886-01-01,,,,,,,,,,,,,,,,,,,"Gray, 1870",Graceless Honeyeater,,,,,,,,,,,,,,
445,NG,1st,3,35,pl,ksrl_sc_gould_ng_1_3_035,ksrl_sc_gould_ng_1_3_035.tif,,,,,,Bate's honey-eater,Melirrhophetes,batesi,,,,Melidectes,ochromelas,batesi,1886-01-01,,,,,,,,,,,,,,,,,,,"Sharpe, 1886",Cinnamon-browed Honeyeater,,,,,,,,,,,,,,
607,NG,1st,4,17,pl,ksrl_sc_gould_ng_1_4_017,ksrl_sc_gould_ng_1_4_017.tif,,,,,,Robertson's starling,Melanopyrrhus,orientalis,,,,Mino,anais,,1886-01-01,,,,,,,,,,,,,,,,,,,"Lesson, 1839",Golden Myna,,,,,,,,,,,,,,
391,NG,1st,3,17,pl,ksrl_sc_gould_ng_1_3_017,ksrl_sc_gould_ng_1_3_017.tif,,,,,,Ramsay's thickhead,Pachycephala,collaris,,,,Pachycephala,pectoralis,,1886-01-01,,,,,,,,,,,,,,,,,,,"Latham, 1802",Australian Golden Whistler,,,,,,,,,,,,,,
835,NG,1st,5,34,pl,ksrl_sc_gould_ng_1_5_034,ksrl_sc_gould_ng_1_5_034.tif,,,,,,Banded lory,Eos,fuscata,,,,Pseudeos,fuscata,,1886-01-01,,,,,,,,,,,,,,,,,,,"Blyth, 1858",Dusky Lory,,,,,,,,,,,,,,
853,NG,1st,5,40,pl,ksrl_sc_gould_ng_1_5_040,ksrl_sc_gould_ng_1_5_040.tif,,,,,,Madarasz's parrakeet,Psittacella,madaraszi,,,,Psittacella,modesta,,1886-01-01,,,,,,,,,,,,,,,,,,,"Schlegel, 1871",Modest Tiger Parrot,,,,,,,,,,,,,,
244,NG,1st,2,26,pl,ksrl_sc_gould_ng_1_2_026,ksrl_sc_gould_ng_1_2_026.tif,,,,,,Rufous-fronted fantail flycatcher,Rhipidura,rubrofrontata,,,,Rhipidura,rufifrons,,1886-01-01,,,,,,,,,,,,,,,,,,,"Latham, 1802","Rufous Fantail, Rufous-fronted Fantail",,,,,,,,,,,,,,
265,NG,1st,2,33,pl,ksrl_sc_gould_ng_1_2_033,ksrl_sc_gould_ng_1_2_033.tif,,,,,,Rufous-breasted fantail flycatcher,Rhipidura,hyperythra,,,,Rhipidura,hyperythra,,1886-01-01,,,,,,,,,,,,,,,,,,,"Gray, 1858",Chestnut-bellied Fantail,,,,,,,,,,,,,,
19,NG,1st,1,7,pl,ksrl_sc_gould_ng_1_1_007,ksrl_sc_gould_ng_1_1_007.tif,,,,,,Salvadori's hawk-owl,Ninox,dimorpha,,,,Uroglaux,dimorpha,,1886-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1874",Papuan Hawk-Owl,,,,,,,,,,,,,,
493,NG,1st,3,51,pl,ksrl_sc_gould_ng_1_3_051,ksrl_sc_gould_ng_1_3_051.tif,,,,,,Golden-eared honey-eater,Xanthotis,chrysotis,,,,Xanthotis,flaviventer,,1886-01-01,,,,,,,,,,,,,,,,,,,"Lesson, 1828",Tawny-breasted Honeyeater,,,,,,,,,,,,,,
346,NG,1st,3,2,pl,ksrl_sc_gould_ng_1_3_002,ksrl_sc_gould_ng_1_3_002.tif,,,,,,Moluccan bulbul,Criniger,chloris,,,,Alophoixus,affinis,,1887-01-01,,,,,,,,,,,,,,,,,,,"Hombron & Jacquinot, 1841",Golden Bulbul,,,,,,,,,,,,,,
610,NG,1st,4,18,pl,ksrl_sc_gould_ng_1_4_018,ksrl_sc_gould_ng_1_4_018.tif,,,,,,Lesser brown-winged starling,Lamprocorax,minor,,,,Aplonis,minor��,,1887-01-01,,,,,,,,,,,,,,,,,,,"Bonaparte, 1850",Short-tailed Starling,,,,,,,,,,,,,,
682,NG,1st,4,42,pl,ksrl_sc_gould_ng_1_4_042,ksrl_sc_gould_ng_1_4_042.tif,,,,,,White-crowned black cuckoo,Calliechthrus,leucolophus,,,,Caliechthrus,leucolophus��,,1887-01-01,,,,,,,,,,,,,,,,,,,"S. Muller, 1840",White-crowned Cuckoo,,,,,,,,,,,,,,
388,NG,1st,3,16,pl,ksrl_sc_gould_ng_1_3_016,ksrl_sc_gould_ng_1_3_016.tif,,,,,,Rufous crow-shrike,Cracticus,rufescens,,,,Cracticus,quoyi,,1887-01-01,,,,,,,,,,,,,,,,,,,"Lesson, 1827",Black Butcherbird,,,,,,,,,,,,,,
757,NG,1st,5,8,pl,ksrl_sc_gould_ng_1_5_008,ksrl_sc_gould_ng_1_5_008.tif,,,,,,Astrolabe-mountain perroquet,Cyclopsitta,coccineifrons,,,,Cyclopsitta,diophthalma,,1887-01-01,,,,,,,,,,,,,,,,,,,"Hombron & Jacquinot, 1841",Double-eyed Fig Parrot,,,,,,,,,,,,,,
823,NG,1st,5,30,pl,ksrl_sc_gould_ng_1_5_030,ksrl_sc_gould_ng_1_5_030.tif,,,,,,Tenimber parrot,Geoffroyius,timorlaoensis,,,,Geoffroyus,geoffroyi,,1887-01-01,,,,,,,,,,,,,,,,,,,"Bechstein, 1811",Red-cheeked Parrot,,,,,,,,,,,,,,
103,NG,1st,1,35,pl,ksrl_sc_gould_ng_1_1_035,ksrl_sc_gould_ng_1_1_035.tif,,,,,,Purple-and-violet manucode,Phonygama,purpureoviolacea,,,,Manucodia,keraudrenii,,1887-01-01,,,,,,,,,,,,,,,,,,,"Lesson & Garnot, 1826",Trumpet Manucode,,,,,,,,,,,,,,
556,NG,1st,3,72,pl,ksrl_sc_gould_ng_1_3_072,ksrl_sc_gould_ng_1_3_072.tif,,,,,,Black honey-eater,Myzomela,nigrita,,,,Myzomela,nigrita��,,1887-01-01,,,,,,,,,,,,,,,,,,,"��G. R. Gray, 1858",Black Myzomela,,,,,,,,,,,,,,
409,NG,1st,3,23,pl,ksrl_sc_gould_ng_1_3_023,ksrl_sc_gould_ng_1_3_023.tif,,,,,,San-christoval thickhead,Pachycephala,christophori,,,,Pachycephala,pectoralis,,1887-01-01,,,,,,,,,,,,,,,,,,,"Latham, 1802",Australian Golden Whistler,,,,,,,,,,,,,,
76,NG,1st,1,26,pl,ksrl_sc_gould_ng_1_1_026,ksrl_sc_gould_ng_1_1_026.tif,,,,,,Lawe's bird of paradise,Parotia,lawesi,,,,Parotia,lawesii,,1887-01-01,,,,,,,,,,,,,,,,,,,"Ramsay, 1885",Lawes's Parotia,,,,,,,,,,,,,,
943,NG,1st,5,70,pl,ksrl_sc_gould_ng_1_5_070,ksrl_sc_gould_ng_1_5_070.tif,,,,,,Forbes's rail,Rallicula,forbesi,,,,Rallina,leucospila,,1887-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1876",White-striped Forest Crake,,,,,,,,,,,,,,
511,NG,1st,3,57,pl,ksrl_sc_gould_ng_1_3_057,ksrl_sc_gould_ng_1_3_057.tif,,,,,,Long-plumed honey-eater,Melilestes,iliolophus,,,,Toxorhamphus,iliolophus,,1887-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1876",,,,,,,,,,,,,,,
529,NG,1st,3,63,pl,ksrl_sc_gould_ng_1_3_063,ksrl_sc_gould_ng_1_3_063.tif,,,,,,Rendova white-eye,Zosterops,rendovae,,,,Zosterops,rendovae,,1887-01-01,,,,,,,,,,,,,,,,,,,"Tristram, 1882",,,,,,,,,,,,,,,
841,NG,1st,5,36,pl,ksrl_sc_gould_ng_1_5_036,ksrl_sc_gould_ng_1_5_036.tif,,,,,,Yellow-mantled lory,Lorius,flavo-palliatus,,,,? Lorius,garrulus,,1888-01-01,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Chattering Lory,,,,,,,,,,,,,,
844,NG,1st,5,37,pl,ksrl_sc_gould_ng_1_5_037,ksrl_sc_gould_ng_1_5_037.tif,,,,,,Blue-thighed lory,Lorius,tibialis,,,,? Lorius,domicella,,1888-01-01,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Purple-naped Lory,,,,,,,,,,,,,,
106,NG,1st,1,36,pl,ksrl_sc_gould_ng_1_1_036,ksrl_sc_gould_ng_1_1_036.tif,,,,,,Obi paradise-crow,Lycocorax,obiensis,,,,? Lycocorax,pyrrhopterus,,1888-01-01,,,,,,,,,,,,,,,,,,,"Bonaparte, 1850",Paradise-crow,,,,,,,,,,,,,,
124,NG,1st,1,42,pl,ksrl_sc_gould_ng_1_1_042,ksrl_sc_gould_ng_1_1_042.tif,,,,,,Black-naped cat-bird,Ailuroedus,melanocephalus,,,,Ailuroedus,crassirostris,melanocephalus,1888-01-01,,,,,,,,,,,,,,,,,,,"E. P. Ramsay, 1883",Green Catbird,,,,,,,,,,,,,,
10,NG,1st,1,4,pl,ksrl_sc_gould_ng_1_1_004,ksrl_sc_gould_ng_1_1_004.tif,,,,,,Gurney's cukoo-falcon,Baza,gurneyi,,,,Aquila,gurneyi,,1888-01-01,,,,,,,,,,,,,,,,,,,"Gray, 1860",Gurney's Eagle,,,,,,,,,,,,,,
688,NG,1st,4,44,pl,ksrl_sc_gould_ng_1_4_044,ksrl_sc_gould_ng_1_4_044.tif,,,,,,Solomon-island lark-heeled cuckoo,Nesocentor,milo,,,,Centropus,milo,,1888-01-01,,,,,,,,,,,,,,,,,,,"Gould, 1856",Buff-headed Coucal,,,,,,,,,,,,,,
778,NG,1st,5,15,pl,ksrl_sc_gould_ng_1_5_015,ksrl_sc_gould_ng_1_5_015.tif,,,,,,Stella parrakeet,Charmosyna,stellae,,,,Charmosyna,papou,,1888-01-01,,,,,,,,,,,,,,,,,,,"Scopoli, 1786",Papuan Lorikeet,,,,,,,,,,,,,,
934,NG,1st,5,67,pl,ksrl_sc_gould_ng_1_5_067,ksrl_sc_gould_ng_1_5_067.tif,,,,,,White-throated pigeon,Ianthoenas,albigularis,,,,Columba,vitiensis,,1888-01-01,,,,,,,,,,,,,,,,,,,"Quoy & Gaimard, 1830",Metallic Pigeon,,,,,,,,,,,,,,
925,NG,1st,5,64,pl,ksrl_sc_gould_ng_1_5_064,ksrl_sc_gould_ng_1_5_064.tif,,,,,,Van wyck's fruit-pigeon,Carpophaga,van-wyckii,,,,Ducula,pistrinaria,,1888-01-01,,,,,,,,,,,,,,,,,,,"Bonaparte, 1855",Floury Imperial Pigeon,,,,,,,,,,,,,,
931,NG,1st,5,66,pl,ksrl_sc_gould_ng_1_5_066,ksrl_sc_gould_ng_1_5_066.tif,,,,,,Yellow-tinted white fruit-pigeon,Carpophaga,subflavescens,,,,Ducula,bicolor,spilorrhoa,1888-01-01,,,,,,,,,,,,,,,,,,,"G. R. Gray, 1858",Pied Imperial Pigeon,,,,,,,,,,,,,,
382,NG,1st,3,14,pl,ksrl_sc_gould_ng_1_3_014,ksrl_sc_gould_ng_1_3_014.tif,,,,,,Yellow-breasted ephthianura,Ephthianura,crocea,,,,Epthianura,crocea,,1888-01-01,,,,,,,,,,,,,,,,,,,"Castelnau & Ramsay, 1877",Yellow Chat,,,,,,,,,,,,,,
946,NG,1st,5,71,pl,ksrl_sc_gould_ng_1_5_071,ksrl_sc_gould_ng_1_5_071.tif,,,,,,Grey-bellied rail,Gymnocrex,plumbeiventris,,,,Gymnocrex,plumbeiventris,,1888-01-01,,,,,,,,,,,,,,,,,,,"G. R. Gray, 1862",Bare-eyed Rail,,,,,,,,,,,,,,
7,NG,1st,1,3,pl,ksrl_sc_gould_ng_1_1_003,ksrl_sc_gould_ng_1_1_003.tif,,,,,,New-guinea harpy-eagle,Harpyopsis,novae guineae,,,,Harpyopsis,novaeguineae,,1888-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1875",Papuan Eagle,,,,,,,,,,,,,,
634,NG,1st,4,26,pl,ksrl_sc_gould_ng_1_4_026,ksrl_sc_gould_ng_1_4_026.tif,,,,,,Hunstein's weaver-finch,Donacicola,hunsteini,,,,Lonchura,hunsteini,,1888-01-01,,,,,,,,,,,,,,,,,,,"Finsch, 1886","Black-breasted Mannikin, Mottled Munia",,,,,,,,,,,,,,
451,NG,1st,3,37,pl,ksrl_sc_gould_ng_1_3_037,ksrl_sc_gould_ng_1_3_037.tif,,,,,,Count turati's honey-sucker,Melidectes,emilii,,,,Melidectes,torquatus,emilii,1888-01-01,,,,,,,,,,,,,,,,,,,"Meyer, 1886",Ornate Honeyeater,,,,,,,,,,,,,,
166,NG,1st,1,56,pl,ksrl_sc_gould_ng_1_1_056,ksrl_sc_gould_ng_1_1_056.tif,,,,,,Aru-island wood-shrike,Rectes,aruensis,,,,Meliphaga,aruensis,,1888-01-01,,,,,,,,,,,,,,,,,,,"Sharpe, 1884",Puff-backed Honeyeater,,,,,,,,,,,,,,
679,NG,1st,4,41,pl,ksrl_sc_gould_ng_1_4_041,ksrl_sc_gould_ng_1_4_041.tif,,,,,,Dwarf koel,Microdynamis,parva,,,,Microdynamis,parva,,1888-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1876",Dwarf Koel,,,,,,,,,,,,,,
316,NG,1st,2,50,pl,ksrl_sc_gould_ng_1_2_050,ksrl_sc_gould_ng_1_2_050.tif,,,,,,Coppinger's flycatcher,Piezorhynchus,medius,,,,Monarcha,trivirgatus,,1888-01-01,,,,,,,,,,,,,,,,,,,"Temminck, 1826",Spectacled Monarch,,,,,,,,,,,,,,
319,NG,1st,2,51,pl,ksrl_sc_gould_ng_1_2_051,ksrl_sc_gould_ng_1_2_051.tif,,,,,,White-tufted flycatcher,Piezorhynchus,axillaris,,,,Monarcha,axillaris,,1888-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1876",Black Monarch,,,,,,,,,,,,,,
55,NG,1st,1,19,pl,ksrl_sc_gould_ng_1_1_019,ksrl_sc_gould_ng_1_1_019.tif,,,,,,Lesser superb bird of paradise,Lophorhina,minor,,,,Paradisaea,minor,,1888-01-01,,,,,,,,,,,,,,,,,,,"Shaw, 1809",Lesser Bird-of-Paradise,,,,,,,,,,,,,,
676,NG,1st,4,40,pl,ksrl_sc_gould_ng_1_4_040,ksrl_sc_gould_ng_1_4_040.tif,,,,,,Ocellated goatsucker,Podargus,ocellatus,,,,Podargus,ocellatus��,,1888-01-01,,,,,,,,,,,,,,,,,,,"Quoy & Gaimard, 1830",Marbled Frogmouth,,,,,,,,,,,,,,
709,NG,1st,4,51,pl,ksrl_sc_gould_ng_1_4_051,ksrl_sc_gould_ng_1_4_051.tif,,,,,,Fort-moresby racket-tailed kingfisher,Tanysiptera,microrhyncha,,,,Tanysiptera,galatea,,1888-01-01,,,,,,,,,,,,,,,,,,,"G. R. Gray, 1859",Galatea Paradise Kingfisher,,,,,,,,,,,,,,
343,NG,1st,3,1,pl,ksrl_sc_gould_ng_1_3_001,ksrl_sc_gould_ng_1_3_001.tif,,,,,,Meyer's ground-thrush,Geocichla,schistacea,,,,Zoothera,schistacea,,1888-01-01,,,,,,,,,,,,,,,,,,,"Meyer, 1884",Slaty-backed Thrush,,,,,,,,,,,,,,
19,RA,1st,1,10,pl,ksrl_sc_gould_ra_1_1_010,ksrl_sc_gould_ra_1_1_010.tif,Ramphastos ariel, Ramphastos tucanus,,"EG, JG",,C. Hullmandel,Ariel toucan,Ramphastos,ariel,Linn.,,,Ramphastos,vitellinus,ariel,,,,,,,,,,,Ramphastos,tucanus,Vig.,,,Ramphastos,tucanus,,tucanus,"Vigors, 1826",,,,,,,,,,,,,,
7,KR,1st,1,3,pl,ksrl_sc_gould_kr_1_1_003,ksrl_sc_gould_kr_1_1_003.tif,,,,,,,Macropus,fraenatus,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,KR,1st,1,17,pl,ksrl_sc_gould_kr_1_1_017,ksrl_sc_gould_kr_1_1_017.tif,,,,,,,Halmaturus,ruficollis,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,KR,1st,1,21,pl,ksrl_sc_gould_kr_1_1_021,ksrl_sc_gould_kr_1_1_021.tif,,,,,,,Halmaturus,thetidis,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,KR,1st,1,29,pl,ksrl_sc_gould_kr_1_1_029,ksrl_sc_gould_kr_1_1_029.tif,,,,,,,Bettongia,euniculus,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,RA,1st,1,14,pl,ksrl_sc_gould_ra_1_1_014,ksrl_sc_gould_ra_1_1_014.tif,Pteroglossus regalis,,L,,C. Hullmandel,Royal ara̤ari,Pteroglossus,regalis,Lichtenst.,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,RA,2nd,1,16,pl,ksrl_sc_gould_ra_2_1_016,ksrl_sc_gould_ra_2_1_016.tif,Pteroglossus wiedi,,"JG,R",,Hullmandel & Walton,Prince maximilian's ara̤ari,Ramphastos,wiedi,Sturm.,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,RA,2nd,1,18,pl,ksrl_sc_gould_ra_2_1_018,ksrl_sc_gould_ra_2_1_018.tif,Pteroglossus poecilosternus,,"JG,R",,Hullmandel & Walton,Double-banded ara̤ari,Pteroglossus,poecilosternus,Gould,,,?,,,,,,,,"The species name on the plate is ""poecilosternus"", while the name in the text is ""paecilosternus""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,IA,1st,1,5,pl,ksrl_sc_gould_ia_1_1_005,ksrl_sc_gould_ia_1_1_005.tif,Microura squamata,,"EG,JG",,C. Hullmandel,Scaly-breasted little-tail,Microura,squamata,Gould,,,?  Urosphena,squameicep,,,,,,,,,,,,,,,,,,,,,"Swinhoe, 1863",Asian Stubtail,,,,,,,,,,,,,,
1645,AU,1S,1,34,pl,ksrl_sc_gould_au_1s_1_034,ksrl_sc_gould_au_1s_1_034.tif,,,,,,Rawnsley's bower-bird,Ptilonorhynchus,rawnsleyi,Diggles,,,? (hybrid) Ptilonorhynchus violaceus x Sericulus chrysocephalus,,,,,,,,,,,,,,,,,,,,,,,Satin x Regent Bowerbird,,,,,,,,,,,,,,
214,RA,2nd,1,45,pl,ksrl_sc_gould_ra_2_1_045,ksrl_sc_gould_ra_2_1_045.tif,Aulacoramphus castaneorhynchus,,"JG,R",,Hullmandel & Walton,Chestnut-billed groove-bill,Aulacoramphus,castaneorhynchus,Gould,,,? Aulacoramphus,sulcatus,,,,,,,,,,,,,,,,,,,,,"(Swainson, 1820)",Groove-billed Toucanet,,,,,,,,,,,,,,
103,RA,1S,S,16,pl,ksrl_sc_gould_ra_1s_s_016,ksrl_sc_gould_ra_1s_s_016.tif,Aulacoramphus castaneorhynchus,,"JG,R",,Hullmandel & Walton,Chestnut-billed groove-bill,Aulacoramphus,castaneorhynchus,Gould,,,? Aulacoramphus,sulcatus,,,,,,,,,,,,,,,,,,,,,"(Swainson, 1820)",Groove-billed Toucanet,,,,,,,,,,,,,,
66,RA,1st,1,33,pl,ksrl_sc_gould_ra_1_1_033,ksrl_sc_gould_ra_1_1_033.tif,Pteroglossus haemanotus,,"EG,JG",,C. Hullmandel,Blood-rumped groove-bill ara̤ari,Pteroglossus,haemanotus,Gould,,,? Aulacorhynchus,caeruleicinctus,,,,,,,"The species name on the plate is ""haemanotus"" while in the text title it is ""haematopygus"".",,,,,,,,,,,,,,"(Gould, 1835)",Crimson-rumped Toucan,,,,,,,,,,,,,,
352,EU,1st,2,115,pl,ksrl_sc_gould_eu_1_2_115,ksrl_sc_gould_eu_1_2_115.tif,,,,,,Silky warbler,Salicaria,sericea,,,,? Cettia,cetti,,,,,,,,,,,,,,,,,,,,,"Temminck, 1820",Cetti's Warbler,,,,,,,,,,,,,,
1058,HB,1st,5,354,pl,ksrl_sc_gould_hb_1_5_354,ksrl_sc_gould_hb_1_5_354.tif,,,,,,,Chlorostilbon,phaethon,,,,? Chlorostilbon,aureoventris,,,,,,,,,,,,,,,,,,,,,"Orbigny & Lafresnaye, 1838",Glittering-bellied Emerald,,,,,,,,,,,,,,
9,RA,1st,1,5,pl,ksrl_sc_gould_ra_1_1_005,ksrl_sc_gould_ra_1_1_005.tif,Ramphastos osculans,,"EG,JG",,C. Hullmandel,Osculant toucan,Ramphastos,osculans,Gould,,,? Chrysococcyx,osculans,,,,,,,,,,,,,,,,,,,,,"(Gould, 1847)",Black-eared Cuckoo,,,,,,,,,,,,,,
150,RA,2nd,1,10,pl,ksrl_sc_gould_ra_2_1_010,ksrl_sc_gould_ra_2_1_010.tif,Ramphastos osculans,,"JG,R",,Hullmandel & Walton,Osculant toucan,Ramphastos,osculans,Gould,,,? Chrysococcyx,osculans,,,,,,,,,,,,,,,,,,,,,"(Gould, 1847)",Black-eared Cuckoo,,,,,,,,,,,,,,
280,AU,1st,2,58,pl,ksrl_sc_gould_au_1_2_058,ksrl_sc_gould_au_1_2_058.tif,,,,,,Swainson's graucalus,Graucalus,swainsonii,Gould,,,? Coracina,incerta,,,,,,,,,,,,,,,,,,,,,"Meyer, 1874",Black-shouldered Cicadabird,,,,,,,,,,,,,,
1403,HB,1S,1,111,pl,ksrl_sc_gould_hb_1s_1_111,ksrl_sc_gould_hb_1s_1_111.tif,,,,,,,Iache,magica,,,,? Cynanthus,latirostris magicus,,,,,,,,,,,,,,,,,,,,,"Mulsant & J. Verreaux, 1872","Broad-billed Hummingbird, Colibr�_ pico ancho",,,,,,,,,,,,,,
19,KR,1st,1,7,pl,ksrl_sc_gould_kr_1_1_007,ksrl_sc_gould_kr_1_1_007.tif,,,,,,,Halmaturus,bennettii,,,,? Dendrolagus,bennettianus,,,,,,,,,,,,,,,,,,,,,"De Vis, 1886",Bennett's Tree-kangaroo,,,,,,,,,,,,,,
1480,AU,1st,6,61,pl,ksrl_sc_gould_au_1_6_061,ksrl_sc_gould_au_1_6_061.tif,,,,,,White reef heron,Herodias,greyi,,,,? Egretta,novaehollandiae,,,,,,,,,,,,,,,,,,,,,"Latham, 1790",White-faced Heron,,,,,,,,,,,,,,
571,EU,1st,3,182,pl,ksrl_sc_gould_eu_1_3_182,ksrl_sc_gould_eu_1_3_182.tif,,,,,,Marsh bunting,Emberiza,palustris,Savig.,,,? Emberiza,schoeniclus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Common Reed Bunting, Common Reed-Bunting, Reed Bunting",,,,,,,,,,,,,,
1813,AA,1st,1,9,pl,ksrl_sc_gould_aa_1_1_009,ksrl_sc_gould_aa_1_1_009.tif,,,"EG,JG",,CH,,Leptorhynchus,pectoralis,,,,? Enodes,erythrophris,,,,,,,,,,,,,,,,,,,,,"Temminck, 1824",Fiery-browed Starling,,,,,,,,,,,,,,
322,GB,1st,2,71,pl,ksrl_sc_gould_gb_1_2_071,ksrl_sc_gould_gb_1_2_071.tif,,,,,,Melodious warbler,Ficedula,bypolais,,,,? Hippolais,polyglotta,,,,,,,,,,,,,,,,,,,,,"Vieillot, 1817",Melodious Warbler,,,,,,,,,,,,,,
1912,AU,1st,7,22,pl,ksrl_sc_gould_au_1_7_022,ksrl_sc_gould_au_1_7_022.tif,,,,,,Powerful tern,Sylochelidou,strenuus,,,,? Hydroprogne,caspia,,,,,,,,,,,,,,,,,,,,,"Pallas, 1770","Caspian Tern, Charr��n caspia, Sterne caspienne",,,,,,,,,,,,,,
88,KR,1st,1,30,pl,ksrl_sc_gould_kr_1_1_030,ksrl_sc_gould_kr_1_1_030.tif,,,,,,,Bettongia,fasciata,,,,? Lagostrophus,fasciatus,,,,,,,,,,,,,,,,,,,,,"Peron and Lesueur, 1807","Banded Hare-wallaby, munning",,,,,,,,,,,,,,
646,EU,1st,3,205,pl,ksrl_sc_gould_eu_1_3_205,ksrl_sc_gould_eu_1_3_205.tif,,,,,,Siberian grosbeak,Corythus,longicauda,,,,? Loxia,leucoptera,,,,,,,,,,,,,,,,,,,,,"Gmelin, 1789","Two-barred Crossbill, White-winged Crossbill",,,,,,,,,,,,,,
